SKU,Vendor,Order quantity,Cost per unit,Order date,Expected delivery,Actual delivery,Lead time
SKU-CRO-0005,StitchWorks India,78,846,2025-07-20,2025-08-22,2025-08-22,33
SKU-SHI-0013,UrbanWeave Co.,77,1227,2025-07-20,2025-09-10,2025-09-10,52
SKU-CRO-0014,Apex Fashions,76,756,2025-07-20,2025-09-14,2025-09-19,61
SKU-SHI-0015,Apex Fashions,45,940,2025-07-20,2025-08-21,2025-08-23,34
SKU-CRO-0019,StitchWorks India,40,726,2025-07-20,2025-09-04,2025-09-04,46
SKU-PAN-0020,WestCo Garments,44,1163,2025-07-20,2025-08-27,2025-08-29,40
SKU-JAC-0027,StitchWorks India,48,1871,2025-07-20,2025-09-06,2025-09-06,48
SKU-PAN-0028,Apex Fashions,54,1317,2025-07-20,2025-09-03,2025-09-06,48
SKU-TSH-0029,KnitCraft Studio,40,701,2025-07-20,2025-08-27,2025-08-29,40
SKU-JAC-0031,WestCo Garments,46,1800,2025-07-20,2025-08-19,2025-08-19,30
SKU-SHO-0033,KnitCraft Studio,60,758,2025-07-20,2025-08-22,2025-08-22,33
SKU-PAN-0034,UrbanWeave Co.,47,1051,2025-07-20,2025-08-23,2025-08-23,34
SKU-CRO-0035,Apex Fashions,40,721,2025-07-20,2025-08-21,2025-08-23,34
SKU-SHI-0036,WestCo Garments,40,998,2025-07-20,2025-08-19,2025-08-19,30
SKU-CRO-0042,KnitCraft Studio,40,653,2025-07-20,2025-08-25,2025-08-25,36
SKU-SHI-0052,StitchWorks India,45,1141,2025-07-20,2025-08-17,2025-08-22,33
SKU-JAC-0053,Apex Fashions,41,1660,2025-07-20,2025-09-02,2025-09-04,46
SKU-PAN-0002,Apex Fashions,188,982,2025-07-27,2025-09-01,2025-09-02,37
SKU-CRO-0007,Apex Fashions,70,818,2025-07-27,2025-09-21,2025-09-21,56
SKU-TSH-0012,UrbanWeave Co.,50,715,2025-07-27,2025-09-03,2025-09-08,43
SKU-SHI-0017,UrbanWeave Co.,40,842,2025-07-27,2025-09-20,2025-09-21,56
SKU-PAN-0021,Apex Fashions,55,1216,2025-07-27,2025-09-08,2025-09-09,44
SKU-SHO-0023,WestCo Garments,40,668,2025-07-27,2025-08-29,2025-08-30,34
SKU-SHI-0024,KnitCraft Studio,64,854,2025-07-27,2025-08-31,2025-09-05,40
SKU-JAC-0025,StitchWorks India,40,1639,2025-07-27,2025-08-24,2025-08-24,28
SKU-TSH-0032,WestCo Garments,50,627,2025-07-27,2025-09-16,2025-09-17,52
SKU-SHO-0040,WestCo Garments,40,711,2025-07-27,2025-09-17,2025-09-18,53
SKU-SHI-0045,UrbanWeave Co.,42,896,2025-07-27,2025-09-09,2025-09-09,44
SKU-CRO-0048,Apex Fashions,40,736,2025-07-27,2025-09-03,2025-09-08,43
SKU-SHI-0003,KnitCraft Studio,147,1004,2025-08-03,2025-09-03,2025-09-03,31
SKU-PAN-0022,KnitCraft Studio,40,1076,2025-08-03,2025-09-02,2025-09-07,35
SKU-CRO-0043,WestCo Garments,54,677,2025-08-03,2025-09-25,2025-09-25,53
SKU-JAC-0044,StitchWorks India,40,1860,2025-08-03,2025-09-17,2025-09-17,45
SKU-TSH-0049,Apex Fashions,44,559,2025-08-03,2025-09-01,2025-09-06,34
SKU-SHO-0050,UrbanWeave Co.,40,722,2025-08-03,2025-09-09,2025-09-11,39
SKU-SHI-0054,KnitCraft Studio,40,963,2025-08-03,2025-09-27,2025-10-02,60
SKU-TSH-0004,StitchWorks India,95,539,2025-08-10,2025-09-10,2025-09-13,34
SKU-SHI-0006,KnitCraft Studio,79,1097,2025-08-10,2025-09-27,2025-10-02,53
SKU-PAN-0008,StitchWorks India,71,1152,2025-08-10,2025-09-25,2025-09-26,47
SKU-PAN-0009,KnitCraft Studio,72,1008,2025-08-10,2025-10-03,2025-10-03,54
SKU-TSH-0010,WestCo Garments,62,782,2025-08-10,2025-10-01,2025-10-06,57
SKU-SHO-0011,WestCo Garments,56,761,2025-08-10,2025-09-12,2025-09-12,33
SKU-PAN-0016,KnitCraft Studio,72,970,2025-08-10,2025-09-09,2025-09-10,31
SKU-PAN-0018,Apex Fashions,70,1176,2025-08-10,2025-09-28,2025-09-28,49
SKU-PAN-0026,WestCo Garments,48,1332,2025-08-10,2025-09-15,2025-09-16,37
SKU-CRO-0030,WestCo Garments,44,621,2025-08-10,2025-09-10,2025-09-13,34
SKU-CRO-0037,StitchWorks India,40,657,2025-08-10,2025-09-20,2025-09-20,41
SKU-CRO-0038,WestCo Garments,58,1060,2025-08-10,2025-09-29,2025-10-04,55
SKU-SHO-0039,UrbanWeave Co.,40,809,2025-08-10,2025-09-11,2025-09-11,32
SKU-JAC-0046,StitchWorks India,40,1896,2025-08-10,2025-09-15,2025-09-16,37
SKU-PAN-0047,WestCo Garments,60,959,2025-08-10,2025-09-30,2025-09-30,51
SKU-SHI-0051,StitchWorks India,40,928,2025-08-10,2025-09-16,2025-09-19,40
SKU-JAC-0055,Apex Fashions,46,1669,2025-08-10,2025-10-01,2025-10-03,54
SKU-SHI-0001,UrbanWeave Co.,356,705,2025-08-17,2025-09-23,2025-09-28,42
SKU-CRO-0005,StitchWorks India,97,846,2025-08-17,2025-10-03,2025-10-06,50
SKU-SHI-0013,UrbanWeave Co.,40,1227,2025-08-17,2025-10-05,2025-10-06,50
SKU-CRO-0014,Apex Fashions,66,756,2025-08-17,2025-09-21,2025-09-21,35
SKU-SHI-0015,Apex Fashions,58,940,2025-08-17,2025-09-19,2025-09-24,38
SKU-CRO-0019,StitchWorks India,54,726,2025-08-17,2025-09-20,2025-09-23,37
SKU-PAN-0020,WestCo Garments,56,1163,2025-08-17,2025-09-23,2025-09-26,40
SKU-JAC-0027,StitchWorks India,40,1871,2025-08-17,2025-10-02,2025-10-05,49
SKU-PAN-0028,Apex Fashions,70,1317,2025-08-17,2025-10-02,2025-10-03,47
SKU-TSH-0029,KnitCraft Studio,54,701,2025-08-17,2025-10-08,2025-10-08,52
SKU-JAC-0031,WestCo Garments,64,1800,2025-08-17,2025-10-04,2025-10-06,50
SKU-SHO-0033,KnitCraft Studio,40,758,2025-08-17,2025-09-18,2025-09-23,37
SKU-PAN-0034,UrbanWeave Co.,63,1051,2025-08-17,2025-10-06,2025-10-09,53
SKU-CRO-0035,Apex Fashions,40,721,2025-08-17,2025-10-10,2025-10-15,59
SKU-SHI-0036,WestCo Garments,42,998,2025-08-17,2025-09-23,2025-09-28,42
SKU-CRO-0042,KnitCraft Studio,56,653,2025-08-17,2025-09-25,2025-09-28,42
SKU-SHI-0052,StitchWorks India,50,1141,2025-08-17,2025-10-02,2025-10-02,46
SKU-JAC-0053,Apex Fashions,60,1660,2025-08-17,2025-09-22,2025-09-24,38
SKU-PAN-0002,Apex Fashions,174,982,2025-08-24,2025-09-22,2025-09-25,32
SKU-CRO-0007,Apex Fashions,43,818,2025-08-24,2025-10-05,2025-10-10,47
SKU-TSH-0012,UrbanWeave Co.,84,715,2025-08-24,2025-10-14,2025-10-15,52
SKU-SHI-0017,UrbanWeave Co.,48,842,2025-08-24,2025-10-12,2025-10-12,49
SKU-PAN-0021,Apex Fashions,60,1216,2025-08-24,2025-09-24,2025-09-24,31
SKU-SHO-0023,WestCo Garments,40,668,2025-08-24,2025-10-14,2025-10-17,54
SKU-SHI-0024,KnitCraft Studio,40,854,2025-08-24,2025-10-06,2025-10-06,43
SKU-JAC-0025,StitchWorks India,40,1639,2025-08-24,2025-09-27,2025-10-02,39
SKU-TSH-0032,WestCo Garments,40,627,2025-08-24,2025-10-01,2025-10-02,39
SKU-SHO-0040,WestCo Garments,40,711,2025-08-24,2025-10-02,2025-10-02,39
SKU-TSH-0041,Apex Fashions,44,634,2025-08-24,2025-10-09,2025-10-09,46
SKU-SHI-0045,UrbanWeave Co.,40,896,2025-08-24,2025-10-09,2025-10-11,48
SKU-CRO-0048,Apex Fashions,40,736,2025-08-24,2025-10-18,2025-10-20,57
SKU-SHI-0003,KnitCraft Studio,166,1004,2025-08-31,2025-10-23,2025-10-25,55
SKU-PAN-0022,KnitCraft Studio,40,1076,2025-08-31,2025-10-02,2025-10-05,35
SKU-CRO-0043,WestCo Garments,58,677,2025-08-31,2025-10-02,2025-10-07,37
SKU-JAC-0044,StitchWorks India,40,1860,2025-08-31,2025-10-05,2025-10-05,35
SKU-TSH-0049,Apex Fashions,70,559,2025-08-31,2025-10-10,2025-10-11,41
SKU-SHO-0050,UrbanWeave Co.,62,722,2025-08-31,2025-10-17,2025-10-18,48
SKU-SHI-0054,KnitCraft Studio,40,963,2025-08-31,2025-10-12,2025-10-13,43
SKU-TSH-0004,StitchWorks India,140,539,2025-09-07,2025-11-02,2025-11-05,59
SKU-SHI-0006,KnitCraft Studio,100,1097,2025-09-07,2025-10-08,2025-10-08,31
SKU-PAN-0008,StitchWorks India,85,1152,2025-09-07,2025-10-05,2025-10-10,33
SKU-PAN-0009,KnitCraft Studio,52,1008,2025-09-07,2025-10-20,2025-10-21,44
SKU-TSH-0010,WestCo Garments,68,782,2025-09-07,2025-10-05,2025-10-10,33
SKU-SHO-0011,WestCo Garments,76,761,2025-09-07,2025-10-11,2025-10-14,37
SKU-PAN-0016,KnitCraft Studio,56,970,2025-09-07,2025-10-11,2025-10-11,34
SKU-PAN-0018,Apex Fashions,58,1176,2025-09-07,2025-10-05,2025-10-10,33
SKU-PAN-0026,WestCo Garments,40,1332,2025-09-07,2025-10-17,2025-10-22,45
SKU-CRO-0030,WestCo Garments,46,621,2025-09-07,2025-10-15,2025-10-18,41
SKU-CRO-0037,StitchWorks India,41,657,2025-09-07,2025-10-15,2025-10-15,38
SKU-CRO-0038,WestCo Garments,40,1060,2025-09-07,2025-11-01,2025-11-01,55
SKU-SHO-0039,UrbanWeave Co.,50,809,2025-09-07,2025-10-18,2025-10-18,41
SKU-JAC-0046,StitchWorks India,49,1896,2025-09-07,2025-10-29,2025-10-29,52
SKU-PAN-0047,WestCo Garments,50,959,2025-09-07,2025-10-29,2025-10-30,53
SKU-SHI-0051,StitchWorks India,40,928,2025-09-07,2025-10-29,2025-10-31,54
SKU-JAC-0055,Apex Fashions,40,1669,2025-09-07,2025-10-20,2025-10-20,43
SKU-SHI-0001,UrbanWeave Co.,330,705,2025-09-14,2025-11-04,2025-11-09,56
SKU-CRO-0005,StitchWorks India,57,846,2025-09-14,2025-10-24,2025-10-26,42
SKU-SHI-0013,UrbanWeave Co.,46,1227,2025-09-14,2025-11-09,2025-11-10,57
SKU-CRO-0014,Apex Fashions,77,756,2025-09-14,2025-10-30,2025-11-04,51
SKU-SHI-0015,Apex Fashions,48,940,2025-09-14,2025-10-23,2025-10-25,41
SKU-CRO-0019,StitchWorks India,44,726,2025-09-14,2025-10-26,2025-10-27,43
SKU-PAN-0020,WestCo Garments,72,1163,2025-09-14,2025-11-07,2025-11-12,59
SKU-JAC-0027,StitchWorks India,44,1871,2025-09-14,2025-10-16,2025-10-16,32
SKU-PAN-0028,Apex Fashions,56,1317,2025-09-14,2025-10-19,2025-10-19,35
SKU-TSH-0029,KnitCraft Studio,40,701,2025-09-14,2025-10-20,2025-10-20,36
SKU-JAC-0031,WestCo Garments,40,1800,2025-09-14,2025-11-05,2025-11-05,52
SKU-SHO-0033,KnitCraft Studio,40,758,2025-09-14,2025-11-05,2025-11-10,57
SKU-PAN-0034,UrbanWeave Co.,48,1051,2025-09-14,2025-11-03,2025-11-03,50
SKU-CRO-0035,Apex Fashions,40,721,2025-09-14,2025-10-13,2025-10-14,30
SKU-SHI-0036,WestCo Garments,44,998,2025-09-14,2025-11-05,2025-11-05,52
SKU-CRO-0042,KnitCraft Studio,54,653,2025-09-14,2025-10-13,2025-10-13,29
SKU-SHI-0052,StitchWorks India,40,1141,2025-09-14,2025-11-05,2025-11-05,52
SKU-JAC-0053,Apex Fashions,40,1660,2025-09-14,2025-10-25,2025-10-25,41
SKU-PAN-0002,Apex Fashions,178,982,2025-09-21,2025-10-20,2025-10-22,31
SKU-CRO-0007,Apex Fashions,86,818,2025-09-21,2025-11-01,2025-11-06,46
SKU-TSH-0012,UrbanWeave Co.,40,715,2025-09-21,2025-10-20,2025-10-23,32
SKU-SHI-0017,UrbanWeave Co.,68,842,2025-09-21,2025-11-14,2025-11-14,54
SKU-PAN-0021,Apex Fashions,72,1216,2025-09-21,2025-10-29,2025-11-03,43
SKU-SHO-0023,WestCo Garments,53,668,2025-09-21,2025-10-31,2025-11-01,41
SKU-SHI-0024,KnitCraft Studio,58,854,2025-09-21,2025-11-02,2025-11-07,47
SKU-JAC-0025,StitchWorks India,40,1639,2025-09-21,2025-11-06,2025-11-06,46
SKU-TSH-0032,WestCo Garments,40,627,2025-09-21,2025-10-28,2025-10-28,37
SKU-SHO-0040,WestCo Garments,40,711,2025-09-21,2025-11-03,2025-11-05,45
SKU-TSH-0041,Apex Fashions,40,634,2025-09-21,2025-11-12,2025-11-15,55
SKU-SHI-0045,UrbanWeave Co.,40,896,2025-09-21,2025-11-13,2025-11-13,53
SKU-CRO-0048,Apex Fashions,64,736,2025-09-21,2025-11-03,2025-11-06,46
SKU-SHI-0003,KnitCraft Studio,116,1004,2025-09-28,2025-11-16,2025-11-17,50
SKU-PAN-0022,KnitCraft Studio,46,1076,2025-09-28,2025-11-20,2025-11-22,55
SKU-CRO-0043,WestCo Garments,54,677,2025-09-28,2025-10-27,2025-10-28,30
SKU-JAC-0044,StitchWorks India,42,1860,2025-09-28,2025-11-11,2025-11-12,45
SKU-TSH-0049,Apex Fashions,60,559,2025-09-28,2025-11-04,2025-11-07,40
SKU-SHO-0050,UrbanWeave Co.,40,722,2025-09-28,2025-10-30,2025-10-31,33
SKU-SHI-0054,KnitCraft Studio,40,963,2025-09-28,2025-10-30,2025-10-30,32
SKU-TSH-0004,StitchWorks India,112,539,2025-10-05,2025-11-20,2025-11-25,51
SKU-SHI-0006,KnitCraft Studio,42,1097,2025-10-05,2025-11-02,2025-11-04,30
SKU-PAN-0008,StitchWorks India,68,1152,2025-10-05,2025-11-05,2025-11-05,31
SKU-PAN-0009,KnitCraft Studio,80,1008,2025-10-05,2025-11-30,2025-12-05,61
SKU-TSH-0010,WestCo Garments,42,782,2025-10-05,2025-11-02,2025-11-02,28
SKU-SHO-0011,WestCo Garments,44,761,2025-10-05,2025-11-14,2025-11-14,40
SKU-PAN-0016,KnitCraft Studio,40,970,2025-10-05,2025-11-06,2025-11-07,33
SKU-PAN-0018,Apex Fashions,40,1176,2025-10-05,2025-11-18,2025-11-23,49
SKU-PAN-0026,WestCo Garments,48,1332,2025-10-05,2025-11-21,2025-11-23,49
SKU-CRO-0030,WestCo Garments,46,621,2025-10-05,2025-11-03,2025-11-05,31
SKU-CRO-0037,StitchWorks India,40,657,2025-10-05,2025-11-22,2025-11-23,49
SKU-CRO-0038,WestCo Garments,40,1060,2025-10-05,2025-11-12,2025-11-13,39
SKU-SHO-0039,UrbanWeave Co.,40,809,2025-10-05,2025-11-23,2025-11-26,52
SKU-JAC-0046,StitchWorks India,64,1896,2025-10-05,2025-11-20,2025-11-25,51
SKU-PAN-0047,WestCo Garments,40,959,2025-10-05,2025-11-14,2025-11-19,45
SKU-SHI-0051,StitchWorks India,58,928,2025-10-05,2025-11-30,2025-12-03,59
SKU-JAC-0055,Apex Fashions,40,1669,2025-10-05,2025-11-20,2025-11-25,51
SKU-SHI-0001,UrbanWeave Co.,402,705,2025-10-12,2025-12-02,2025-12-07,56
SKU-CRO-0005,StitchWorks India,79,846,2025-10-12,2025-11-10,2025-11-12,31
SKU-SHI-0013,UrbanWeave Co.,65,1227,2025-10-12,2025-11-21,2025-11-24,43
SKU-CRO-0014,Apex Fashions,50,756,2025-10-12,2025-11-19,2025-11-19,38
SKU-SHI-0015,Apex Fashions,62,940,2025-10-12,2025-11-29,2025-12-02,51
SKU-CRO-0019,StitchWorks India,46,726,2025-10-12,2025-11-19,2025-11-21,40
SKU-PAN-0020,WestCo Garments,72,1163,2025-10-12,2025-11-13,2025-11-14,33
SKU-JAC-0027,StitchWorks India,61,1871,2025-10-12,2025-11-12,2025-11-13,32
SKU-PAN-0028,Apex Fashions,58,1317,2025-10-12,2025-11-20,2025-11-22,41
SKU-TSH-0029,KnitCraft Studio,40,701,2025-10-12,2025-12-05,2025-12-05,54
SKU-JAC-0031,WestCo Garments,64,1800,2025-10-12,2025-11-29,2025-12-01,50
SKU-SHO-0033,KnitCraft Studio,50,758,2025-10-12,2025-11-27,2025-12-02,51
SKU-PAN-0034,UrbanWeave Co.,40,1051,2025-10-12,2025-11-17,2025-11-20,39
SKU-CRO-0035,Apex Fashions,60,721,2025-10-12,2025-11-12,2025-11-12,31
SKU-SHI-0036,WestCo Garments,40,998,2025-10-12,2025-12-01,2025-12-03,52
SKU-CRO-0042,KnitCraft Studio,50,653,2025-10-12,2025-12-01,2025-12-01,50
SKU-SHI-0052,StitchWorks India,59,1141,2025-10-12,2025-12-01,2025-12-06,55
SKU-JAC-0053,Apex Fashions,44,1660,2025-10-12,2025-11-14,2025-11-14,33
SKU-PAN-0002,Apex Fashions,269,982,2025-10-19,2025-12-07,2025-12-09,51
SKU-CRO-0007,Apex Fashions,68,818,2025-10-19,2025-11-18,2025-11-23,35
SKU-TSH-0012,UrbanWeave Co.,68,715,2025-10-19,2025-12-12,2025-12-14,56
SKU-SHI-0017,UrbanWeave Co.,40,842,2025-10-19,2025-12-09,2025-12-10,52
SKU-PAN-0021,Apex Fashions,40,1216,2025-10-19,2025-12-09,2025-12-09,51
SKU-SHO-0023,WestCo Garments,40,668,2025-10-19,2025-12-10,2025-12-10,52
SKU-SHI-0024,KnitCraft Studio,72,854,2025-10-19,2025-11-17,2025-11-19,31
SKU-JAC-0025,StitchWorks India,40,1639,2025-10-19,2025-11-17,2025-11-22,34
SKU-TSH-0032,WestCo Garments,70,627,2025-10-19,2025-11-25,2025-11-26,38
SKU-SHO-0040,WestCo Garments,44,711,2025-10-19,2025-12-09,2025-12-09,51
SKU-TSH-0041,Apex Fashions,70,634,2025-10-19,2025-11-16,2025-11-17,29
SKU-SHI-0045,UrbanWeave Co.,61,896,2025-10-19,2025-11-28,2025-11-28,40
SKU-CRO-0048,Apex Fashions,40,736,2025-10-19,2025-12-12,2025-12-12,54
SKU-SHI-0003,KnitCraft Studio,167,1004,2025-10-26,2025-12-06,2025-12-11,46
SKU-PAN-0022,KnitCraft Studio,53,1076,2025-10-26,2025-12-20,2025-12-22,57
SKU-CRO-0043,WestCo Garments,40,677,2025-10-26,2025-12-19,2025-12-22,57
SKU-JAC-0044,StitchWorks India,48,1860,2025-10-26,2025-11-27,2025-11-27,32
SKU-TSH-0049,Apex Fashions,63,559,2025-10-26,2025-12-19,2025-12-20,55
SKU-SHO-0050,UrbanWeave Co.,40,722,2025-10-26,2025-12-14,2025-12-16,51
SKU-SHI-0054,KnitCraft Studio,40,963,2025-10-26,2025-12-16,2025-12-19,54
SKU-TSH-0004,StitchWorks India,170,539,2025-11-02,2025-12-05,2025-12-08,36
SKU-SHI-0006,KnitCraft Studio,112,1097,2025-11-02,2025-12-20,2025-12-20,48
SKU-PAN-0008,StitchWorks India,89,1152,2025-11-02,2025-12-16,2025-12-18,46
SKU-PAN-0009,KnitCraft Studio,88,1008,2025-11-02,2025-12-18,2025-12-18,46
SKU-TSH-0010,WestCo Garments,82,782,2025-11-02,2025-12-06,2025-12-06,34
SKU-SHO-0011,WestCo Garments,98,761,2025-11-02,2025-12-22,2025-12-24,52
SKU-PAN-0016,KnitCraft Studio,76,970,2025-11-02,2025-12-19,2025-12-19,47
SKU-PAN-0018,Apex Fashions,64,1176,2025-11-02,2025-12-22,2025-12-22,50
SKU-PAN-0026,WestCo Garments,50,1332,2025-11-02,2025-12-21,2025-12-21,49
SKU-CRO-0030,WestCo Garments,40,621,2025-11-02,2025-12-02,2025-12-03,31
SKU-CRO-0037,StitchWorks India,40,657,2025-11-02,2025-12-10,2025-12-10,38
SKU-CRO-0038,WestCo Garments,47,1060,2025-11-02,2025-12-06,2025-12-09,37
SKU-SHO-0039,UrbanWeave Co.,40,809,2025-11-02,2025-12-04,2025-12-07,35
SKU-JAC-0046,StitchWorks India,54,1896,2025-11-02,2025-12-10,2025-12-12,40
SKU-PAN-0047,WestCo Garments,40,959,2025-11-02,2025-12-13,2025-12-18,46
SKU-SHI-0051,StitchWorks India,68,928,2025-11-02,2025-12-06,2025-12-11,39
SKU-JAC-0055,Apex Fashions,47,1669,2025-11-02,2025-12-22,2025-12-24,52
SKU-SHI-0001,UrbanWeave Co.,584,705,2025-11-09,2025-12-28,2025-12-29,50
SKU-CRO-0005,StitchWorks India,165,846,2025-11-09,2025-12-09,2025-12-11,32
SKU-SHI-0013,UrbanWeave Co.,88,1227,2025-11-09,2025-12-30,2025-12-30,51
SKU-CRO-0014,Apex Fashions,44,756,2025-11-09,2025-12-18,2025-12-18,39
SKU-SHI-0015,Apex Fashions,86,940,2025-11-09,2025-12-26,2025-12-26,47
SKU-CRO-0019,StitchWorks India,77,726,2025-11-09,2025-12-13,2025-12-18,39
SKU-PAN-0020,WestCo Garments,52,1163,2025-11-09,2025-12-22,2025-12-27,48
SKU-JAC-0027,StitchWorks India,40,1871,2025-11-09,2025-12-31,2025-12-31,52
SKU-PAN-0028,Apex Fashions,40,1317,2025-11-09,2025-12-18,2025-12-21,42
SKU-TSH-0029,KnitCraft Studio,40,701,2025-11-09,2026-01-03,2026-01-06,58
SKU-JAC-0031,WestCo Garments,40,1800,2025-11-09,2025-12-07,2025-12-12,33
SKU-SHO-0033,KnitCraft Studio,42,758,2025-11-09,2025-12-30,2025-12-31,52
SKU-PAN-0034,UrbanWeave Co.,40,1051,2025-11-09,2025-12-16,2025-12-16,37
SKU-CRO-0035,Apex Fashions,40,721,2025-11-09,2025-12-22,2025-12-22,43
SKU-SHI-0036,WestCo Garments,40,998,2025-11-09,2025-12-30,2025-12-31,52
SKU-CRO-0042,KnitCraft Studio,57,653,2025-11-09,2025-12-08,2025-12-11,32
SKU-SHI-0052,StitchWorks India,62,1141,2025-11-09,2025-12-29,2025-12-29,50
SKU-JAC-0053,Apex Fashions,51,1660,2025-11-09,2025-12-09,2025-12-09,30
SKU-PAN-0002,Apex Fashions,256,982,2025-11-16,2026-01-06,2026-01-08,53
SKU-CRO-0007,Apex Fashions,92,818,2025-11-16,2026-01-10,2026-01-11,56
SKU-TSH-0012,UrbanWeave Co.,82,715,2025-11-16,2025-12-15,2025-12-17,31
SKU-SHI-0017,UrbanWeave Co.,40,842,2025-11-16,2026-01-05,2026-01-05,50
SKU-PAN-0021,Apex Fashions,61,1216,2025-11-16,2025-12-26,2025-12-28,42
SKU-SHO-0023,WestCo Garments,40,668,2025-11-16,2026-01-05,2026-01-07,52
SKU-SHI-0024,KnitCraft Studio,40,854,2025-11-16,2026-01-02,2026-01-05,50
SKU-JAC-0025,StitchWorks India,44,1639,2025-11-16,2025-12-16,2025-12-19,33
SKU-TSH-0032,WestCo Garments,40,627,2025-11-16,2025-12-25,2025-12-28,42
SKU-SHO-0040,WestCo Garments,40,711,2025-11-16,2026-01-01,2026-01-02,47
SKU-TSH-0041,Apex Fashions,46,634,2025-11-16,2025-12-29,2025-12-30,44
SKU-SHI-0045,UrbanWeave Co.,54,896,2025-11-16,2025-12-31,2025-12-31,45
SKU-CRO-0048,Apex Fashions,54,736,2025-11-16,2026-01-01,2026-01-03,48
SKU-SHI-0003,KnitCraft Studio,156,1004,2025-11-23,2026-01-07,2026-01-07,45
SKU-PAN-0022,KnitCraft Studio,71,1076,2025-11-23,2026-01-16,2026-01-16,54
SKU-CRO-0043,WestCo Garments,52,677,2025-11-23,2026-01-07,2026-01-07,45
SKU-JAC-0044,StitchWorks India,40,1860,2025-11-23,2026-01-07,2026-01-12,50
SKU-TSH-0049,Apex Fashions,49,559,2025-11-23,2026-01-18,2026-01-19,57
SKU-SHO-0050,UrbanWeave Co.,40,722,2025-11-23,2025-12-26,2025-12-29,36
SKU-SHI-0054,KnitCraft Studio,54,963,2025-11-23,2026-01-15,2026-01-16,54
SKU-TSH-0004,StitchWorks India,126,539,2025-11-30,2026-01-22,2026-01-27,58
SKU-SHI-0006,KnitCraft Studio,76,1097,2025-11-30,2026-01-18,2026-01-20,51
SKU-PAN-0008,StitchWorks India,88,1152,2025-11-30,2026-01-08,2026-01-09,40
SKU-PAN-0009,KnitCraft Studio,92,1008,2025-11-30,2026-01-12,2026-01-17,48
SKU-TSH-0010,WestCo Garments,52,782,2025-11-30,2025-12-30,2025-12-30,30
SKU-SHO-0011,WestCo Garments,60,761,2025-11-30,2025-12-29,2025-12-29,29
SKU-PAN-0016,KnitCraft Studio,40,970,2025-11-30,2026-01-19,2026-01-19,50
SKU-PAN-0018,Apex Fashions,81,1176,2025-11-30,2026-01-01,2026-01-06,37
SKU-PAN-0026,WestCo Garments,40,1332,2025-11-30,2025-12-31,2026-01-03,34
SKU-CRO-0030,WestCo Garments,46,621,2025-11-30,2026-01-10,2026-01-10,41
SKU-CRO-0037,StitchWorks India,40,657,2025-11-30,2026-01-08,2026-01-11,42
SKU-CRO-0038,WestCo Garments,40,1060,2025-11-30,2025-12-31,2026-01-02,33
SKU-SHO-0039,UrbanWeave Co.,52,809,2025-11-30,2026-01-13,2026-01-15,46
SKU-JAC-0046,StitchWorks India,62,1896,2025-11-30,2026-01-01,2026-01-06,37
SKU-PAN-0047,WestCo Garments,63,959,2025-11-30,2025-12-31,2026-01-01,32
SKU-SHI-0051,StitchWorks India,50,928,2025-11-30,2026-01-23,2026-01-24,55
SKU-JAC-0055,Apex Fashions,48,1669,2025-11-30,2026-01-09,2026-01-14,45
SKU-SHI-0001,UrbanWeave Co.,406,705,2025-12-07,2026-01-06,2026-01-06,30
SKU-CRO-0005,StitchWorks India,116,846,2025-12-07,2026-01-19,2026-01-24,48
SKU-SHI-0013,UrbanWeave Co.,85,1227,2025-12-07,2026-01-07,2026-01-12,36
SKU-CRO-0014,Apex Fashions,80,756,2025-12-07,2026-01-21,2026-01-23,47
SKU-SHI-0015,Apex Fashions,60,940,2025-12-07,2026-01-20,2026-01-22,46
SKU-CRO-0019,StitchWorks India,62,726,2025-12-07,2026-01-28,2026-02-02,57
SKU-PAN-0020,WestCo Garments,48,1163,2025-12-07,2026-01-16,2026-01-21,45
SKU-JAC-0027,StitchWorks India,46,1871,2025-12-07,2026-01-27,2026-02-01,56
SKU-PAN-0028,Apex Fashions,50,1317,2025-12-07,2026-01-31,2026-02-02,57
SKU-TSH-0029,KnitCraft Studio,62,701,2025-12-07,2026-01-25,2026-01-28,52
SKU-JAC-0031,WestCo Garments,43,1800,2025-12-07,2026-01-22,2026-01-27,51
SKU-SHO-0033,KnitCraft Studio,66,758,2025-12-07,2026-02-01,2026-02-03,58
SKU-PAN-0034,UrbanWeave Co.,64,1051,2025-12-07,2026-01-22,2026-01-24,48
SKU-CRO-0035,Apex Fashions,54,721,2025-12-07,2026-01-23,2026-01-23,47
SKU-SHI-0036,WestCo Garments,40,998,2025-12-07,2026-01-26,2026-01-29,53
SKU-CRO-0042,KnitCraft Studio,40,653,2025-12-07,2026-01-05,2026-01-05,29
SKU-SHI-0052,StitchWorks India,53,1141,2025-12-07,2026-01-16,2026-01-18,42
SKU-JAC-0053,Apex Fashions,42,1660,2025-12-07,2026-02-01,2026-02-02,57
SKU-PAN-0002,Apex Fashions,176,982,2025-12-14,2026-01-29,2026-01-30,47
SKU-CRO-0007,Apex Fashions,86,818,2025-12-14,2026-01-16,2026-01-18,35
SKU-TSH-0012,UrbanWeave Co.,49,715,2025-12-14,2026-01-14,2026-01-15,32
SKU-SHI-0017,UrbanWeave Co.,55,842,2025-12-14,2026-01-14,2026-01-19,36
