SKU,Category,Size,Units in stock,Units sold (last 7/30/60 days),Days of inventory left,Dead stock flag,date
SKU-CRO-0005,croptops,XL,0,11/50/82,0.0,N,2023-01-29
SKU-SHI-0006,shirts,XS,0,12/32/58,0.0,N,2023-01-29
SKU-CRO-0007,croptops,XXL,0,4/28/49,0.0,N,2023-01-29
SKU-PAN-0008,pants,L,0,14/27/43,0.0,N,2023-01-29
SKU-PAN-0009,pants,XXL,0,9/23/39,0.0,N,2023-01-29
SKU-TSH-0010,tshirts,S,0,5/24/37,0.0,N,2023-01-29
SKU-SHO-0011,shorts,XS,0,6/17/35,0.0,N,2023-01-29
SKU-TSH-0012,tshirts,XL,0,5/17/33,0.0,N,2023-01-29
SKU-SHI-0013,shirts,XS,0,6/14/21,0.0,N,2023-01-29
SKU-CRO-0014,croptops,XL,0,5/14/22,0.0,N,2023-01-29
SKU-SHI-0015,shirts,L,25,0/12/24,62.5,N,2023-01-29
SKU-PAN-0016,pants,S,10,1/8/14,37.5,N,2023-01-29
SKU-SHI-0017,shirts,XS,0,2/12/16,0.0,N,2023-01-29
SKU-PAN-0018,pants,S,35,0/14/23,75.0,N,2023-01-29
SKU-CRO-0019,croptops,M,0,4/9/13,0.0,N,2023-01-29
SKU-PAN-0020,pants,XS,9,0/10/15,27.0,N,2023-01-29
SKU-PAN-0021,pants,L,10,3/13/15,23.1,N,2023-01-29
SKU-PAN-0022,pants,XS,33,1/8/17,123.8,N,2023-01-29
SKU-SHO-0023,shorts,XXL,39,4/15/20,78.0,N,2023-01-29
SKU-SHI-0024,shirts,L,0,2/8/15,0.0,N,2023-01-29
SKU-JAC-0025,jackets,XL,14,2/9/12,46.7,N,2023-01-29
SKU-PAN-0026,pants,M,28,2/6/11,140.0,N,2023-01-29
SKU-JAC-0027,jackets,L,0,1/8/15,0.0,N,2023-01-29
SKU-PAN-0028,pants,XXL,31,3/13/19,71.5,N,2023-01-29
SKU-TSH-0029,tshirts,XL,41,5/9/12,136.7,N,2023-01-29
SKU-CRO-0030,croptops,XXL,11,1/4/6,82.5,N,2023-01-29
SKU-JAC-0031,jackets,XL,0,0/7/10,0.0,N,2023-01-29
SKU-TSH-0032,tshirts,XL,53,1/4/7,397.5,N,2023-01-29
SKU-SHO-0033,shorts,L,71,3/7/10,304.3,N,2023-01-29
SKU-PAN-0034,pants,XXL,33,2/7/10,141.4,N,2023-01-29
SKU-CRO-0035,croptops,S,3,2/4/9,22.5,N,2023-01-29
SKU-SHI-0036,shirts,XL,86,0/5/9,516.0,N,2023-01-29
SKU-CRO-0037,croptops,M,73,2/9/11,243.3,N,2023-01-29
SKU-CRO-0038,croptops,L,2,2/5/7,12.0,N,2023-01-29
SKU-SHO-0039,shorts,XXL,64,1/7/10,274.3,N,2023-01-29
SKU-SHO-0040,shorts,L,88,0/2/6,999.0,N,2023-01-29
SKU-TSH-0041,tshirts,M,93,2/4/7,697.5,N,2023-01-29
SKU-CRO-0042,croptops,XL,77,2/6/10,385.0,N,2023-01-29
SKU-CRO-0043,croptops,L,26,0/1/4,780.0,N,2023-01-29
SKU-JAC-0044,jackets,M,83,1/2/4,999.0,N,2023-01-29
SKU-SHI-0045,shirts,L,82,2/2/3,999.0,N,2023-01-29
SKU-JAC-0046,jackets,XL,97,2/3/7,970.0,N,2023-01-29
SKU-PAN-0047,pants,S,73,3/9/10,243.3,N,2023-01-29
SKU-CRO-0048,croptops,L,24,0/4/7,180.0,N,2023-01-29
SKU-TSH-0049,tshirts,M,98,1/5/6,588.0,N,2023-01-29
SKU-SHO-0050,shorts,M,89,1/4/4,667.5,N,2023-01-29
SKU-SHI-0051,shirts,M,37,2/2/4,555.0,N,2023-01-29
SKU-SHI-0052,shirts,XXL,48,1/4/9,360.0,N,2023-01-29
SKU-JAC-0053,jackets,S,40,2/7/9,171.4,N,2023-01-29
SKU-SHI-0054,shirts,XS,51,0/2/5,765.0,N,2023-01-29
SKU-JAC-0055,jackets,M,89,0/5/5,534.0,N,2023-01-29
SKU-SHI-0001,shirts,M,0,60/280/495,0.0,N,2023-02-05
SKU-PAN-0002,pants,XXL,0,28/138/239,0.0,N,2023-02-05
SKU-SHI-0003,shirts,XL,0,18/79/142,0.0,N,2023-02-05
SKU-TSH-0004,tshirts,L,0,15/63/104,0.0,N,2023-02-05
SKU-CRO-0005,croptops,XS,0,14/51/83,0.0,N,2023-02-05
SKU-SHI-0006,shirts,XL,0,11/33/62,0.0,N,2023-02-05
SKU-CRO-0007,croptops,XS,0,7/28/50,0.0,N,2023-02-05
SKU-PAN-0008,pants,XL,0,8/33/51,0.0,N,2023-02-05
SKU-PAN-0009,pants,L,0,5/24/41,0.0,N,2023-02-05
SKU-TSH-0010,tshirts,S,0,6/24/41,0.0,N,2023-02-05
SKU-SHO-0011,shorts,XL,0,5/20/35,0.0,N,2023-02-05
SKU-TSH-0012,tshirts,XL,0,3/15/33,0.0,N,2023-02-05
SKU-SHI-0013,shirts,XL,0,2/13/22,0.0,N,2023-02-05
SKU-CRO-0014,croptops,XXL,0,4/17/23,0.0,N,2023-02-05
SKU-SHI-0015,shirts,M,23,2/11/25,62.7,N,2023-02-05
SKU-PAN-0016,pants,S,9,1/4/14,67.5,N,2023-02-05
SKU-SHI-0017,shirts,XS,0,1/10/15,0.0,N,2023-02-05
SKU-PAN-0018,pants,XS,34,1/13/24,78.5,N,2023-02-05
SKU-CRO-0019,croptops,XS,0,2/10/14,0.0,N,2023-02-05
SKU-PAN-0020,pants,XS,5,4/12/19,12.5,N,2023-02-05
SKU-PAN-0021,pants,M,7,3/13/18,16.2,N,2023-02-05
SKU-PAN-0022,pants,S,32,1/8/15,120.0,N,2023-02-05
SKU-SHO-0023,shorts,XL,36,3/14/23,77.1,N,2023-02-05
SKU-SHI-0024,shirts,S,0,4/10/18,0.0,N,2023-02-05
SKU-JAC-0025,jackets,M,12,2/10/12,36.0,N,2023-02-05
SKU-PAN-0026,pants,S,28,0/6/10,140.0,N,2023-02-05
SKU-JAC-0027,jackets,XXL,0,1/8/15,0.0,N,2023-02-05
SKU-PAN-0028,pants,S,31,0/8/17,116.2,N,2023-02-05
SKU-TSH-0029,tshirts,L,40,1/9/13,133.3,N,2023-02-05
SKU-CRO-0030,croptops,XL,11,0/4/5,82.5,N,2023-02-05
SKU-JAC-0031,jackets,L,0,3/7/12,0.0,N,2023-02-05
SKU-TSH-0032,tshirts,XL,53,0/3/6,530.0,N,2023-02-05
SKU-SHO-0033,shorts,XXL,71,0/6/9,355.0,N,2023-02-05
SKU-PAN-0034,pants,XS,33,0/6/9,165.0,N,2023-02-05
SKU-CRO-0035,croptops,XL,2,1/4/10,15.0,N,2023-02-05
SKU-SHI-0036,shirts,XXL,86,0/5/8,516.0,N,2023-02-05
SKU-CRO-0037,croptops,XXL,70,3/8/14,262.5,N,2023-02-05
SKU-CRO-0038,croptops,M,1,1/4/8,7.5,N,2023-02-05
SKU-SHO-0039,shorts,S,63,1/7/10,270.0,N,2023-02-05
SKU-SHO-0040,shorts,XXL,87,1/2/7,999.0,N,2023-02-05
SKU-TSH-0041,tshirts,XL,93,0/3/7,930.0,N,2023-02-05
SKU-CRO-0042,croptops,XXL,74,3/7/13,317.1,N,2023-02-05
SKU-CRO-0043,croptops,XL,26,0/0/3,999.0,N,2023-02-05
SKU-JAC-0044,jackets,M,79,4/5/8,474.0,N,2023-02-05
SKU-SHI-0045,shirts,XXL,78,4/6/7,390.0,N,2023-02-05
SKU-JAC-0046,jackets,L,97,0/2/7,999.0,N,2023-02-05
SKU-PAN-0047,pants,XL,72,1/10/11,216.0,N,2023-02-05
SKU-CRO-0048,croptops,S,24,0/4/6,180.0,N,2023-02-05
SKU-TSH-0049,tshirts,L,97,1/3/7,970.0,N,2023-02-05
SKU-SHO-0050,shorts,M,89,0/3/4,890.0,N,2023-02-05
SKU-SHI-0051,shirts,L,37,0/2/3,555.0,N,2023-02-05
SKU-SHI-0052,shirts,XXL,48,0/3/7,480.0,N,2023-02-05
SKU-JAC-0053,jackets,XS,38,2/8/11,142.5,N,2023-02-05
SKU-SHI-0054,shirts,M,50,1/2/6,750.0,N,2023-02-05
SKU-JAC-0055,jackets,XXL,89,0/4/5,667.5,N,2023-02-05
SKU-SHI-0001,shirts,S,0,45/266/493,0.0,N,2023-02-12
SKU-PAN-0002,pants,XS,0,20/135/235,0.0,N,2023-02-12
SKU-SHI-0003,shirts,L,0,9/71/140,0.0,N,2023-02-12
SKU-TSH-0004,tshirts,XXL,0,13/65/110,0.0,N,2023-02-12
SKU-CRO-0005,croptops,M,0,6/43/84,0.0,N,2023-02-12
SKU-SHI-0006,shirts,XS,0,7/38/64,0.0,N,2023-02-12
SKU-CRO-0007,croptops,XXL,0,8/31/55,0.0,N,2023-02-12
SKU-PAN-0008,pants,S,0,6/36/53,0.0,N,2023-02-12
SKU-PAN-0009,pants,XL,0,3/24/39,0.0,N,2023-02-12
SKU-TSH-0010,tshirts,L,0,3/23/41,0.0,N,2023-02-12
SKU-SHO-0011,shorts,S,0,2/20/34,0.0,N,2023-02-12
SKU-TSH-0012,tshirts,XL,0,0/12/29,0.0,N,2023-02-12
SKU-SHI-0013,shirts,S,0,1/13/21,0.0,N,2023-02-12
SKU-CRO-0014,croptops,M,0,3/17/26,0.0,N,2023-02-12
SKU-SHI-0015,shirts,XS,22,1/6/23,110.0,N,2023-02-12
SKU-PAN-0016,pants,XS,8,1/5/14,48.0,N,2023-02-12
SKU-SHI-0017,shirts,XXL,0,1/6/16,0.0,N,2023-02-12
SKU-PAN-0018,pants,M,33,1/7/23,141.4,N,2023-02-12
SKU-CRO-0019,croptops,M,0,1/9/15,0.0,N,2023-02-12
SKU-PAN-0020,pants,L,4,1/9/19,13.3,N,2023-02-12
SKU-PAN-0021,pants,L,6,1/11/19,16.4,N,2023-02-12
SKU-PAN-0022,pants,S,30,2/8/15,112.5,N,2023-02-12
SKU-SHO-0023,shorts,M,36,0/13/23,83.1,N,2023-02-12
SKU-SHI-0024,shirts,M,0,2/10/16,0.0,N,2023-02-12
SKU-JAC-0025,jackets,XS,11,1/7/13,47.1,N,2023-02-12
SKU-PAN-0026,pants,XXL,26,2/7/11,111.4,N,2023-02-12
SKU-JAC-0027,jackets,M,0,2/8/15,0.0,N,2023-02-12
SKU-PAN-0028,pants,XL,31,0/7/16,132.9,N,2023-02-12
SKU-TSH-0029,tshirts,M,40,0/6/12,200.0,N,2023-02-12
SKU-CRO-0030,croptops,S,9,2/6/7,45.0,N,2023-02-12
SKU-JAC-0031,jackets,L,0,2/7/14,0.0,N,2023-02-12
SKU-TSH-0032,tshirts,S,52,1/4/7,390.0,N,2023-02-12
SKU-SHO-0033,shorts,XL,71,0/4/9,532.5,N,2023-02-12
SKU-PAN-0034,pants,L,32,1/5/10,192.0,N,2023-02-12
SKU-CRO-0035,croptops,XL,1,1/4/10,7.5,N,2023-02-12
SKU-SHI-0036,shirts,XXL,86,0/3/6,860.0,N,2023-02-12
SKU-CRO-0037,croptops,XS,68,2/9/16,226.7,N,2023-02-12
SKU-CRO-0038,croptops,XXL,1,0/3/8,10.0,N,2023-02-12
SKU-SHO-0039,shorts,S,62,1/6/10,310.0,N,2023-02-12
SKU-SHO-0040,shorts,XS,87,0/2/6,999.0,N,2023-02-12
SKU-TSH-0041,tshirts,M,93,0/2/6,999.0,N,2023-02-12
SKU-CRO-0042,croptops,L,73,1/7/13,312.9,N,2023-02-12
SKU-CRO-0043,croptops,L,26,0/0/2,999.0,N,2023-02-12
SKU-JAC-0044,jackets,S,79,0/5/8,474.0,N,2023-02-12
SKU-SHI-0045,shirts,M,78,0/6/7,390.0,N,2023-02-12
SKU-JAC-0046,jackets,XS,94,3/5/10,564.0,N,2023-02-12
SKU-PAN-0047,pants,XL,72,0/8/11,270.0,N,2023-02-12
SKU-CRO-0048,croptops,M,22,2/6/8,110.0,N,2023-02-12
SKU-TSH-0049,tshirts,S,97,0/3/7,970.0,N,2023-02-12
SKU-SHO-0050,shorts,XS,89,0/1/4,999.0,N,2023-02-12
SKU-SHI-0051,shirts,XS,37,0/2/2,555.0,N,2023-02-12
SKU-SHI-0052,shirts,L,47,1/2/6,705.0,N,2023-02-12
SKU-JAC-0053,jackets,L,37,1/7/12,158.6,N,2023-02-12
SKU-SHI-0054,shirts,XS,48,2/4/7,360.0,N,2023-02-12
SKU-JAC-0055,jackets,L,89,0/3/5,890.0,N,2023-02-12
SKU-SHI-0001,shirts,L,0,34/232/494,0.0,N,2023-02-19
SKU-PAN-0002,pants,XXL,0,23/133/235,0.0,N,2023-02-19
SKU-SHI-0003,shirts,S,0,15/69/140,0.0,N,2023-02-19
SKU-TSH-0004,tshirts,S,0,9/59/109,0.0,N,2023-02-19
SKU-CRO-0005,croptops,XXL,0,5/39/85,0.0,N,2023-02-19
SKU-SHI-0006,shirts,XXL,0,5/37/62,0.0,N,2023-02-19
SKU-CRO-0007,croptops,L,0,8/31/55,0.0,N,2023-02-19
SKU-PAN-0008,pants,XXL,0,4/34/51,0.0,N,2023-02-19
SKU-PAN-0009,pants,XL,0,5/23/39,0.0,N,2023-02-19
SKU-TSH-0010,tshirts,L,0,4/19/42,0.0,N,2023-02-19
SKU-SHO-0011,shorts,S,0,3/16/32,0.0,N,2023-02-19
SKU-TSH-0012,tshirts,XXL,0,1/9/28,0.0,N,2023-02-19
SKU-SHI-0013,shirts,M,0,4/13/23,0.0,N,2023-02-19
SKU-CRO-0014,croptops,XXL,0,2/16/28,0.0,N,2023-02-19
SKU-SHI-0015,shirts,XXL,19,3/6/19,95.0,N,2023-02-19
SKU-PAN-0016,pants,XXL,6,2/5/15,36.0,N,2023-02-19
SKU-SHI-0017,shirts,S,0,4/9/19,0.0,N,2023-02-19
SKU-PAN-0018,pants,XS,31,2/6/22,155.0,N,2023-02-19
SKU-CRO-0019,croptops,M,0,2/9/15,0.0,N,2023-02-19
SKU-PAN-0020,pants,XS,2,2/8/19,7.5,N,2023-02-19
SKU-PAN-0021,pants,S,5,1/10/19,15.0,N,2023-02-19
SKU-PAN-0022,pants,L,26,4/8/18,97.5,N,2023-02-19
SKU-SHO-0023,shorts,L,33,3/10/23,99.0,N,2023-02-19
SKU-SHI-0024,shirts,L,0,2/11/17,0.0,N,2023-02-19
SKU-JAC-0025,jackets,XL,10,1/7/14,42.9,N,2023-02-19
SKU-PAN-0026,pants,M,25,1/5/10,150.0,N,2023-02-19
SKU-JAC-0027,jackets,XS,0,1/6/14,0.0,N,2023-02-19
SKU-PAN-0028,pants,XS,28,3/8/18,105.0,N,2023-02-19
SKU-TSH-0029,tshirts,M,37,3/9/13,123.3,N,2023-02-19
SKU-CRO-0030,croptops,XXL,6,3/6/10,30.0,N,2023-02-19
SKU-JAC-0031,jackets,XL,0,0/5/12,0.0,N,2023-02-19
SKU-TSH-0032,tshirts,L,52,0/2/7,780.0,N,2023-02-19
SKU-SHO-0033,shorts,XL,71,0/3/7,710.0,N,2023-02-19
SKU-PAN-0034,pants,S,30,2/6/10,150.0,N,2023-02-19
SKU-CRO-0035,croptops,XXL,1,0/4/9,7.5,N,2023-02-19
SKU-SHI-0036,shirts,M,86,0/1/5,999.0,N,2023-02-19
SKU-CRO-0037,croptops,XS,68,0/8/15,255.0,N,2023-02-19
SKU-CRO-0038,croptops,S,1,0/3/7,10.0,N,2023-02-19
SKU-SHO-0039,shorts,L,61,1/5/11,366.0,N,2023-02-19
SKU-SHO-0040,shorts,S,87,0/1/4,999.0,N,2023-02-19
SKU-TSH-0041,tshirts,M,92,1/3/7,920.0,N,2023-02-19
SKU-CRO-0042,croptops,XXL,73,0/7/11,312.9,N,2023-02-19
SKU-CRO-0043,croptops,L,26,0/0/1,999.0,N,2023-02-19
SKU-JAC-0044,jackets,L,78,1/6/8,390.0,N,2023-02-19
SKU-SHI-0045,shirts,XXL,78,0/6/6,390.0,N,2023-02-19
SKU-JAC-0046,jackets,XS,93,1/6/9,465.0,N,2023-02-19
SKU-PAN-0047,pants,L,71,1/7/12,304.3,N,2023-02-19
SKU-CRO-0048,croptops,XL,21,1/3/8,210.0,N,2023-02-19
SKU-TSH-0049,tshirts,XL,96,1/4/8,720.0,N,2023-02-19
SKU-SHO-0050,shorts,L,88,1/2/5,999.0,N,2023-02-19
SKU-SHI-0051,shirts,XL,36,1/3/3,360.0,N,2023-02-19
SKU-SHI-0052,shirts,XXL,46,1/3/7,460.0,N,2023-02-19
SKU-JAC-0053,jackets,XXL,37,0/5/10,222.0,N,2023-02-19
SKU-SHI-0054,shirts,XS,47,1/4/7,352.5,N,2023-02-19
SKU-JAC-0055,jackets,S,88,1/2/6,999.0,N,2023-02-19
SKU-SHI-0001,shirts,XS,0,60/226/513,0.0,N,2023-02-26
SKU-PAN-0002,pants,XS,0,27/115/240,0.0,N,2023-02-26
SKU-SHI-0003,shirts,XL,0,14/63/138,0.0,N,2023-02-26
SKU-TSH-0004,tshirts,XXL,0,12/53/111,0.0,N,2023-02-26
SKU-CRO-0005,croptops,M,0,12/38/88,0.0,N,2023-02-26
SKU-SHI-0006,shirts,XXL,0,7/33/63,0.0,N,2023-02-26
SKU-CRO-0007,croptops,XS,0,4/28/57,0.0,N,2023-02-26
SKU-PAN-0008,pants,XL,0,8/33/53,0.0,N,2023-02-26
SKU-PAN-0009,pants,XL,0,3/16/40,0.0,N,2023-02-26
SKU-TSH-0010,tshirts,XS,0,4/17/43,0.0,N,2023-02-26
SKU-SHO-0011,shorts,XXL,0,6/18/34,0.0,N,2023-02-26
SKU-TSH-0012,tshirts,M,0,4/10/27,0.0,N,2023-02-26
SKU-SHI-0013,shirts,M,0,4/11/25,0.0,N,2023-02-26
SKU-CRO-0014,croptops,S,0,3/13/27,0.0,N,2023-02-26
SKU-SHI-0015,shirts,XXL,15,4/10/22,45.0,N,2023-02-26
SKU-PAN-0016,pants,XXL,3,3/7/15,12.9,N,2023-02-26
SKU-SHI-0017,shirts,M,0,3/9/21,0.0,N,2023-02-26
SKU-PAN-0018,pants,XL,28,3/7/22,120.0,N,2023-02-26
SKU-CRO-0019,croptops,XL,0,2/9/17,0.0,N,2023-02-26
SKU-PAN-0020,pants,XXL,1,1/8/18,3.8,N,2023-02-26
SKU-PAN-0021,pants,L,4,1/7/19,17.1,N,2023-02-26
SKU-PAN-0022,pants,XL,21,5/12/20,52.5,N,2023-02-26
SKU-SHO-0023,shorts,XL,32,1/8/23,120.0,N,2023-02-26
SKU-SHI-0024,shirts,XS,0,1/11/18,0.0,N,2023-02-26
SKU-JAC-0025,jackets,XS,9,1/5/14,54.0,N,2023-02-26
SKU-PAN-0026,pants,XXL,25,0/3/9,250.0,N,2023-02-26
SKU-JAC-0027,jackets,XL,0,1/5/14,0.0,N,2023-02-26
SKU-PAN-0028,pants,XS,25,3/7/19,107.1,N,2023-02-26
SKU-TSH-0029,tshirts,XS,36,1/6/14,180.0,N,2023-02-26
SKU-CRO-0030,croptops,L,4,2/7/11,17.1,N,2023-02-26
SKU-JAC-0031,jackets,XL,0,1/6/13,0.0,N,2023-02-26
SKU-TSH-0032,tshirts,XS,51,1/2/6,765.0,N,2023-02-26
SKU-SHO-0033,shorts,XS,69,2/2/9,999.0,N,2023-02-26
SKU-PAN-0034,pants,S,30,0/3/10,300.0,N,2023-02-26
SKU-CRO-0035,croptops,M,0,1/3/8,0.0,N,2023-02-26
SKU-SHI-0036,shirts,XS,84,2/2/7,999.0,N,2023-02-26
SKU-CRO-0037,croptops,S,68,0/6/14,340.0,N,2023-02-26
SKU-CRO-0038,croptops,XL,0,1/2/7,0.0,N,2023-02-26
SKU-SHO-0039,shorts,M,61,0/3/10,610.0,N,2023-02-26
SKU-SHO-0040,shorts,L,86,1/2/4,999.0,N,2023-02-26
SKU-TSH-0041,tshirts,XXL,92,0/3/6,920.0,N,2023-02-26
SKU-CRO-0042,croptops,XS,73,0/5/10,438.0,N,2023-02-26
SKU-CRO-0043,croptops,XS,24,2/2/3,360.0,N,2023-02-26
SKU-JAC-0044,jackets,L,75,3/9/10,250.0,N,2023-02-26
SKU-SHI-0045,shirts,XXL,77,1/6/7,385.0,N,2023-02-26
SKU-JAC-0046,jackets,L,93,0/4/7,697.5,N,2023-02-26
SKU-PAN-0047,pants,M,71,0/4/11,532.5,N,2023-02-26
SKU-CRO-0048,croptops,XXL,20,1/4/8,150.0,N,2023-02-26
SKU-TSH-0049,tshirts,L,94,2/5/9,564.0,N,2023-02-26
SKU-SHO-0050,shorts,M,88,0/1/5,999.0,N,2023-02-26
SKU-SHI-0051,shirts,XL,34,2/4/5,255.0,N,2023-02-26
SKU-SHI-0052,shirts,XL,42,4/7/10,180.0,N,2023-02-26
SKU-JAC-0053,jackets,S,36,1/4/11,270.0,N,2023-02-26
SKU-SHI-0054,shirts,XS,47,0/4/7,352.5,N,2023-02-26
SKU-JAC-0055,jackets,M,88,0/1/6,999.0,N,2023-02-26
SKU-SHI-0001,shirts,XXL,0,44/193/485,0.0,N,2023-03-05
SKU-PAN-0002,pants,XL,0,22/99/243,0.0,N,2023-03-05
SKU-SHI-0003,shirts,XXL,0,14/58/139,0.0,N,2023-03-05
SKU-TSH-0004,tshirts,M,0,10/48/113,0.0,N,2023-03-05
SKU-CRO-0005,croptops,L,0,7/32/86,0.0,N,2023-03-05
SKU-SHI-0006,shirts,S,0,8/27/62,0.0,N,2023-03-05
SKU-CRO-0007,croptops,XS,0,6/28/57,0.0,N,2023-03-05
SKU-PAN-0008,pants,XXL,0,7/27/58,0.0,N,2023-03-05
SKU-PAN-0009,pants,XXL,0,4/16/40,0.0,N,2023-03-05
SKU-TSH-0010,tshirts,L,0,7/18/46,0.0,N,2023-03-05
SKU-SHO-0011,shorts,XXL,0,5/17/37,0.0,N,2023-03-05
SKU-TSH-0012,tshirts,XXL,0,1/7/21,0.0,N,2023-03-05
SKU-SHI-0013,shirts,M,0,5/14/29,0.0,N,2023-03-05
SKU-CRO-0014,croptops,S,0,3/12/28,0.0,N,2023-03-05
SKU-SHI-0015,shirts,XS,8,7/16/28,15.0,N,2023-03-05
SKU-PAN-0016,pants,M,0,5/11/17,0.0,N,2023-03-05
SKU-SHI-0017,shirts,XXL,0,3/12/23,0.0,N,2023-03-05
SKU-PAN-0018,pants,M,28,0/6/20,140.0,N,2023-03-05
SKU-CRO-0019,croptops,M,0,1/6/16,0.0,N,2023-03-05
SKU-PAN-0020,pants,XL,1,0/4/17,7.5,N,2023-03-05
SKU-PAN-0021,pants,XS,3,1/4/17,22.5,N,2023-03-05
SKU-PAN-0022,pants,XXL,19,2/13/22,43.8,N,2023-03-05
SKU-SHO-0023,shorts,XS,31,1/7/22,132.9,N,2023-03-05
SKU-SHI-0024,shirts,L,0,3/11/18,0.0,N,2023-03-05
SKU-JAC-0025,jackets,XXL,9,0/4/14,67.5,N,2023-03-05
SKU-PAN-0026,pants,M,24,1/4/10,180.0,N,2023-03-05
SKU-JAC-0027,jackets,XL,0,1/5/14,0.0,N,2023-03-05
SKU-PAN-0028,pants,XXL,24,1/7/19,102.9,N,2023-03-05
SKU-TSH-0029,tshirts,XS,34,2/7/15,145.7,N,2023-03-05
SKU-CRO-0030,croptops,XS,3,1/8/12,11.2,N,2023-03-05
SKU-JAC-0031,jackets,XXL,0,3/9/13,0.0,N,2023-03-05
SKU-TSH-0032,tshirts,XS,50,1/3/6,500.0,N,2023-03-05
SKU-SHO-0033,shorts,L,69,0/2/8,999.0,N,2023-03-05
SKU-PAN-0034,pants,L,30,0/3/10,300.0,N,2023-03-05
SKU-CRO-0035,croptops,XS,0,1/3/7,0.0,N,2023-03-05
SKU-SHI-0036,shirts,XXL,83,1/3/8,830.0,N,2023-03-05
SKU-CRO-0037,croptops,XL,68,0/2/12,999.0,N,2023-03-05
SKU-CRO-0038,croptops,M,0,2/3/7,0.0,N,2023-03-05
SKU-SHO-0039,shorts,XXL,61,0/3/9,610.0,N,2023-03-05
SKU-SHO-0040,shorts,XL,86,0/1/3,999.0,N,2023-03-05
SKU-TSH-0041,tshirts,M,92,0/1/4,999.0,N,2023-03-05
SKU-CRO-0042,croptops,XL,72,1/2/10,999.0,N,2023-03-05
SKU-CRO-0043,croptops,XL,23,1/3/3,230.0,N,2023-03-05
SKU-JAC-0044,jackets,XXL,74,1/5/10,444.0,N,2023-03-05
SKU-SHI-0045,shirts,M,76,1/2/8,999.0,N,2023-03-05
SKU-JAC-0046,jackets,XS,91,2/6/8,455.0,N,2023-03-05
SKU-PAN-0047,pants,XL,71,0/1/11,999.0,N,2023-03-05
SKU-CRO-0048,croptops,M,19,1/5/9,114.0,N,2023-03-05
SKU-TSH-0049,tshirts,XS,92,2/5/8,552.0,N,2023-03-05
SKU-SHO-0050,shorts,S,86,2/3/6,860.0,N,2023-03-05
SKU-SHI-0051,shirts,XL,33,1/4/6,247.5,N,2023-03-05
SKU-SHI-0052,shirts,XL,42,0/6/9,210.0,N,2023-03-05
SKU-JAC-0053,jackets,S,35,1/3/11,350.0,N,2023-03-05
SKU-SHI-0054,shirts,L,46,1/5/6,276.0,N,2023-03-05
SKU-JAC-0055,jackets,L,88,0/1/5,999.0,N,2023-03-05
SKU-SHI-0001,shirts,L,0,57/206/482,0.0,N,2023-03-12
SKU-PAN-0002,pants,S,0,24/102/237,0.0,N,2023-03-12
SKU-SHI-0003,shirts,XL,0,16/63/134,0.0,N,2023-03-12
SKU-TSH-0004,tshirts,L,0,11/48/111,0.0,N,2023-03-12
SKU-CRO-0005,croptops,XL,0,13/38/82,0.0,N,2023-03-12
SKU-SHI-0006,shirts,S,0,6/28/65,0.0,N,2023-03-12
SKU-CRO-0007,croptops,S,0,7/25/58,0.0,N,2023-03-12
SKU-PAN-0008,pants,XS,0,7/28/63,0.0,N,2023-03-12
SKU-PAN-0009,pants,XS,0,2/14/40,0.0,N,2023-03-12
SKU-TSH-0010,tshirts,L,0,2/17/41,0.0,N,2023-03-12
SKU-SHO-0011,shorts,L,0,7/21/42,0.0,N,2023-03-12
SKU-TSH-0012,tshirts,L,0,1/7/21,0.0,N,2023-03-12
SKU-SHI-0013,shirts,L,0,4/17/31,0.0,N,2023-03-12
SKU-CRO-0014,croptops,XXL,0,2/10/28,0.0,N,2023-03-12
SKU-SHI-0015,shirts,L,8,0/14/22,17.1,N,2023-03-12
SKU-PAN-0016,pants,L,0,1/11/16,0.0,N,2023-03-12
SKU-SHI-0017,shirts,L,0,4/15/20,0.0,N,2023-03-12
SKU-PAN-0018,pants,L,26,2/7/17,111.4,N,2023-03-12
SKU-CRO-0019,croptops,XXL,0,2/7/16,0.0,N,2023-03-12
SKU-PAN-0020,pants,S,0,1/4/13,0.0,N,2023-03-12
SKU-PAN-0021,pants,XS,0,3/6/17,0.0,N,2023-03-12
SKU-PAN-0022,pants,XL,16,3/14/22,34.3,N,2023-03-12
SKU-SHO-0023,shorts,L,30,1/6/19,150.0,N,2023-03-12
SKU-SHI-0024,shirts,S,0,1/8/17,0.0,N,2023-03-12
SKU-JAC-0025,jackets,XS,7,2/5/12,42.0,N,2023-03-12
SKU-PAN-0026,pants,M,23,1/4/11,172.5,N,2023-03-12
SKU-JAC-0027,jackets,XL,0,1/5/13,0.0,N,2023-03-12
SKU-PAN-0028,pants,M,23,1/8/15,86.2,N,2023-03-12
SKU-TSH-0029,tshirts,S,33,1/7/14,141.4,N,2023-03-12
SKU-CRO-0030,croptops,S,1,2/9/14,3.3,N,2023-03-12
SKU-JAC-0031,jackets,XL,0,1/5/12,0.0,N,2023-03-12
SKU-TSH-0032,tshirts,XS,50,0/2/6,750.0,N,2023-03-12
SKU-SHO-0033,shorts,XXL,68,1/3/8,680.0,N,2023-03-12
SKU-PAN-0034,pants,L,30,0/3/7,300.0,N,2023-03-12
SKU-CRO-0035,croptops,XS,0,1/3/7,0.0,N,2023-03-12
